A_size, Insertar, Union, EliminarMinimo, DecrementarElemento
20300, 28, 3, 2562, 0
20500, 39, 3, 2574, 0
20700, 40, 3, 2548, 0
20900, 28, 3, 2733, 0
21100, 28, 3, 2749, 0
21300, 28, 3, 2749, 0
21500, 38, 3, 2652, 0
21700, 49, 3, 2736, 0
21900, 28, 3, 2749, 0
22100, 28, 3, 2743, 0
22300, 38, 3, 2852, 0
22500, 28, 3, 2922, 0
22700, 39, 3, 2813, 0
22900, 28, 3, 2889, 0
23100, 39, 3, 2897, 0
23300, 40, 3, 2865, 0
23500, 45, 3, 2870, 0
23700, 28, 3, 3031, 0
23900, 28, 3, 3109, 0
24100, 40, 3, 3022, 0
24300, 28, 3, 3084, 0
24500, 29, 3, 3423, 0
24700, 42, 3, 3085, 0
24900, 28, 3, 3085, 0
25100, 28, 3, 3339, 0
25300, 28, 3, 3358, 0
25500, 40, 3, 3288, 0
25700, 28, 3, 3357, 0
25900, 39, 3, 3288, 0
26100, 28, 3, 3362, 0
26300, 28, 3, 3269, 0
26500, 38, 3, 3406, 0
26700, 28, 3, 3349, 0
26900, 39, 3, 3357, 0
27100, 28, 3, 3365, 0
27300, 28, 3, 3378, 0
27500, 40, 3, 3458, 0
27700, 40, 3, 3464, 0
27900, 28, 3, 3492, 0
28100, 28, 3, 3531, 0
28300, 28, 3, 3472, 0
28500, 38, 3, 3514, 0
28700, 44, 3, 3599, 0
28900, 28, 3, 3576, 0
29100, 28, 3, 3595, 0
29300, 28, 3, 3600, 0
29500, 30, 3, 3769, 0
29700, 39, 3, 3661, 0
29900, 28, 3, 3697, 0
30100, 41, 3, 3745, 0
30300, 28, 3, 3738, 0
30500, 41, 3, 3777, 0
30700, 28, 3, 3772, 0
30900, 40, 3, 3816, 0
31100, 29, 3, 3980, 0
31300, 40, 3, 3903, 0
31500, 28, 3, 3945, 0
31700, 39, 3, 3926, 0
31900, 28, 3, 5106, 0
32100, 29, 4, 4034, 0
32300, 28, 3, 4120, 0
32500, 38, 3, 3962, 0
32700, 38, 3, 4083, 0
32900, 28, 3, 4055, 0
33100, 28, 3, 4126, 0
33300, 28, 3, 4092, 0
33500, 43, 3, 3980, 0
33700, 39, 3, 3985, 0
33900, 28, 3, 4100, 0
34100, 28, 3, 4286, 0
34300, 38, 3, 4079, 0
34500, 39, 3, 4073, 0
34700, 28, 3, 4457, 0
34900, 28, 3, 4135, 0
35100, 39, 3, 4160, 0
35300, 28, 3, 4342, 0
35500, 28, 3, 4447, 0
35700, 28, 3, 4798, 0
35900, 29, 3, 4599, 0
36100, 38, 3, 4280, 0
36300, 28, 3, 4320, 0
36500, 28, 3, 4324, 0
36700, 28, 3, 4722, 0
36900, 39, 3, 4361, 0
37100, 40, 3, 4743, 0
37300, 28, 3, 4744, 0
37500, 28, 3, 4732, 0
37700, 38, 3, 4724, 0
37900, 28, 3, 5082, 0
38100, 41, 3, 4903, 0
38300, 28, 3, 4801, 0
38500, 39, 3, 4926, 0
38700, 40, 3, 4655, 0
38900, 28, 3, 4735, 0
39100, 44, 3, 4688, 0
39300, 55, 3, 4967, 0
39500, 40, 3, 4988, 0
39700, 28, 3, 5383, 0
39900, 28, 3, 4783, 0
40100, 44, 3, 5117, 0
40300, 40, 3, 4810, 0
40500, 28, 3, 5099, 0
40700, 41, 3, 5167, 0
40900, 42, 3, 5006, 0
41100, 44, 3, 5165, 0
41300, 28, 3, 5034, 0
41500, 28, 3, 5328, 0
41700, 38, 3, 5034, 0
41900, 40, 3, 5001, 0
42100, 40, 3, 5269, 0
42300, 28, 3, 5631, 0
42500, 28, 3, 5327, 0
42700, 28, 3, 5369, 0
42900, 28, 3, 5440, 0
43100, 39, 3, 5447, 0
43300, 40, 3, 5519, 0
43500, 40, 3, 5309, 0
43700, 42, 3, 5302, 0
43900, 28, 3, 5607, 0
44100, 28, 3, 5853, 0
44300, 40, 3, 5602, 0
44500, 39, 3, 5723, 0
44700, 39, 4, 5449, 0
44900, 39, 3, 5426, 0
45100, 28, 3, 5394, 0
45300, 28, 3, 5756, 0
45500, 28, 3, 5507, 0
45700, 28, 3, 5995, 0
45900, 41, 3, 6457, 0
46100, 28, 3, 5945, 0
46300, 41, 3, 6032, 0
46500, 28, 3, 6048, 0
46700, 40, 3, 5785, 0
46900, 29, 3, 5854, 0
47100, 41, 3, 5860, 0
47300, 44, 3, 5821, 0
47500, 29, 3, 6606, 0
47700, 28, 3, 5833, 0
47900, 39, 3, 5782, 0
48100, 40, 3, 6159, 0
48300, 28, 3, 5978, 0
48500, 39, 3, 6405, 0
48700, 52, 3, 6543, 0
48900, 29, 3, 5887, 0
49100, 28, 3, 6269, 0
49300, 46, 3, 6300, 0
49500, 37, 3, 6601, 0
49700, 41, 3, 6489, 0
49900, 28, 4, 6118, 0
50100, 28, 3, 6324, 0
50300, 28, 3, 5858, 0
50500, 28, 3, 5869, 0
50700, 42, 3, 6575, 0
50900, 28, 3, 6231, 0
51100, 28, 3, 6594, 0
51300, 42, 3, 6355, 0
51500, 28, 3, 6461, 0
51700, 39, 3, 6067, 0
51900, 28, 3, 6703, 0
52100, 28, 3, 6446, 0
52300, 39, 3, 6132, 0
52500, 43, 3, 6204, 0
52700, 28, 3, 6259, 0
52900, 42, 3, 6832, 0
53100, 28, 3, 6573, 0
53300, 28, 3, 6607, 0
53500, 29, 3, 6773, 0
53700, 28, 3, 6308, 0
53900, 28, 3, 7202, 0
54100, 28, 3, 6335, 0
54300, 40, 3, 6522, 0
54500, 28, 3, 7068, 0
54700, 39, 3, 6612, 0
54900, 39, 3, 6930, 0
55100, 28, 3, 6630, 0
55300, 28, 3, 6653, 0
55500, 28, 3, 6588, 0
55700, 28, 3, 6640, 0
55900, 40, 3, 7389, 0
56100, 39, 3, 7139, 0
56300, 28, 3, 6684, 0
56500, 28, 3, 6723, 0
56700, 28, 3, 6614, 0
56900, 29, 3, 7254, 0
57100, 28, 3, 6835, 0
57300, 39, 3, 7474, 0
57500, 28, 3, 6798, 0
57700, 40, 3, 6948, 0
57900, 28, 3, 7149, 0
58100, 28, 3, 7660, 0
58300, 28, 3, 7650, 0
58500, 28, 3, 7009, 0
58700, 40, 3, 6958, 0
58900, 28, 3, 7097, 0
59100, 40, 3, 7411, 0
59300, 40, 3, 6980, 0
59500, 29, 3, 8119, 0
59700, 28, 3, 7799, 0
59900, 28, 3, 7559, 0
60100, 38, 3, 7792, 0
60300, 28, 3, 7890, 0
60500, 40, 3, 7739, 0
60700, 28, 3, 7657, 0
60900, 28, 3, 7265, 0
61100, 28, 3, 7239, 0
61300, 28, 3, 7869, 0
61500, 28, 3, 7346, 0
61700, 39, 3, 7478, 0
61900, 39, 3, 7401, 0
62100, 28, 4, 8124, 0
62300, 29, 3, 7948, 0
62500, 28, 3, 7847, 0
62700, 39, 3, 7853, 0
62900, 28, 3, 7550, 0
63100, 40, 3, 7495, 0
63300, 28, 3, 7472, 0
63500, 28, 3, 7641, 0
63700, 28, 3, 7719, 0
63900, 30, 8, 8666, 0
64100, 40, 3, 8067, 0
64300, 29, 3, 8125, 0
64500, 39, 3, 8202, 0
64700, 28, 3, 8422, 0
64900, 39, 3, 8126, 0
65100, 28, 3, 8048, 0
65300, 28, 3, 7781, 0
65500, 39, 3, 8262, 0
65700, 28, 3, 7864, 0
65900, 41, 3, 8472, 0
66100, 39, 3, 8303, 0
66300, 28, 3, 8025, 0
66500, 28, 3, 7995, 0
66700, 39, 3, 8450, 0
66900, 39, 3, 8836, 0
67100, 28, 3, 8410, 0
67300, 28, 3, 8129, 0
67500, 40, 3, 8118, 0
67700, 39, 3, 8587, 0
67900, 28, 3, 7882, 0
68100, 28, 3, 8203, 0
68300, 28, 3, 7902, 0
68500, 41, 3, 8741, 0
68700, 29, 3, 8199, 0
68900, 28, 3, 8141, 0
69100, 40, 3, 8575, 0
69300, 39, 3, 8102, 0
69500, 28, 3, 8341, 0
69700, 40, 3, 8517, 0
69900, 40, 3, 8095, 0
70100, 28, 3, 8159, 0
70300, 29, 3, 8304, 0
70500, 39, 3, 8246, 0
70700, 28, 3, 8991, 0
70900, 28, 3, 8240, 0
71100, 28, 3, 8915, 0
71300, 29, 3, 8478, 0
71500, 41, 3, 8595, 0
71700, 40, 3, 8494, 0
71900, 41, 3, 9269, 0
72100, 28, 22, 9151, 0
72300, 39, 3, 8690, 0
72500, 29, 3, 9239, 0
72700, 38, 3, 8524, 0
72900, 39, 3, 8583, 0
73100, 28, 3, 8449, 0
73300, 28, 3, 8526, 0
73500, 29, 3, 8854, 0
73700, 40, 3, 8781, 0
73900, 28, 3, 8973, 0
74100, 40, 3, 8927, 0
74300, 29, 3, 9430, 0
74500, 36, 3, 9031, 0
74700, 30, 3, 8983, 0
74900, 40, 3, 8848, 0
75100, 29, 3, 9180, 0
75300, 28, 3, 9229, 0
75500, 28, 3, 9301, 0
75700, 28, 3, 9847, 0
75900, 41, 3, 9351, 0
76100, 28, 3, 9033, 0
76300, 29, 3, 9742, 0
76500, 28, 3, 8921, 0
76700, 28, 3, 9018, 0
76900, 28, 3, 8906, 0
77100, 41, 3, 9125, 0
77300, 29, 3, 9800, 0
77500, 28, 3, 9029, 0
77700, 28, 3, 9497, 0
77900, 28, 3, 9370, 0
78100, 29, 3, 10152, 0
78300, 41, 3, 9507, 0
78500, 28, 3, 9552, 0
78700, 40, 3, 9507, 0
78900, 28, 3, 9625, 0
79100, 38, 3, 10166, 0
79300, 28, 3, 9800, 0
79500, 41, 3, 10228, 0
79700, 29, 3, 9723, 0
79900, 41, 3, 9672, 0
80100, 29, 3, 9669, 0
80300, 39, 3, 9753, 0
80500, 28, 3, 9494, 0
80700, 28, 3, 9542, 0
80900, 29, 3, 10988, 0
81100, 28, 3, 9736, 0
81300, 40, 3, 10244, 0
81500, 29, 3, 10301, 0
81700, 39, 3, 9806, 0
81900, 28, 3, 10219, 0
82100, 40, 3, 10074, 0
82300, 29, 3, 10394, 0
82500, 29, 3, 10651, 0
82700, 28, 3, 9888, 0
82900, 28, 3, 9744, 0
83100, 28, 3, 10743, 0
83300, 42, 4, 10066, 0
83500, 40, 3, 10102, 0
83700, 29, 3, 10197, 0
83900, 29, 3, 10331, 0
84100, 28, 3, 11447, 0
84300, 40, 3, 10230, 0
84500, 29, 3, 10150, 0
84700, 29, 3, 10288, 0
84900, 29, 3, 10101, 0
85100, 29, 3, 10112, 0
85300, 29, 3, 10539, 0
85500, 48, 3, 10093, 0
85700, 28, 3, 10823, 0
85900, 29, 3, 10126, 0
86100, 47, 3, 10273, 0
86300, 28, 3, 10698, 0
86500, 29, 3, 10173, 0
86700, 29, 3, 10356, 0
86900, 29, 3, 10249, 0
87100, 46, 3, 10437, 0
87300, 29, 5, 10446, 0
87500, 41, 5, 10296, 0
87700, 29, 5, 10448, 0
87900, 47, 5, 10339, 0
88100, 29, 5, 10563, 0
88300, 28, 5, 10612, 0
88500, 29, 5, 10488, 0
88700, 46, 5, 10645, 0
88900, 29, 5, 10820, 0
89100, 29, 5, 10893, 0
89300, 29, 5, 10742, 0
89500, 46, 5, 10845, 0
89700, 48, 5, 10632, 0
89900, 28, 5, 10781, 0
90100, 29, 5, 10639, 0
90300, 40, 5, 10668, 0
90500, 29, 4, 10747, 0
90700, 40, 5, 10799, 0
90900, 30, 5, 11001, 0
91100, 29, 5, 10814, 0
91300, 29, 5, 10910, 0
91500, 40, 5, 10953, 0
91700, 29, 5, 10951, 0
91900, 40, 5, 12107, 0
92100, 29, 5, 11942, 0
92300, 40, 5, 11238, 0
92500, 29, 5, 10995, 0
92700, 31, 5, 11151, 0
92900, 39, 5, 11188, 0
93100, 29, 5, 11410, 0
93300, 40, 5, 11188, 0
93500, 29, 5, 11214, 0
93700, 29, 4, 11241, 0
93900, 29, 5, 11502, 0
94100, 40, 5, 11590, 0
94300, 41, 5, 11347, 0
94500, 29, 5, 11196, 0
94700, 29, 5, 11309, 0
94900, 29, 5, 12283, 0
95100, 29, 5, 11508, 0
95300, 43, 5, 12738, 0
95500, 29, 5, 11994, 0
95700, 32, 5, 12508, 0
95900, 34, 9, 18506, 0
96100, 45, 5, 13266, 0
96300, 40, 5, 12517, 0
96500, 29, 5, 12433, 0
96700, 29, 5, 11872, 0
96900, 41, 5, 11642, 0
97100, 29, 5, 11551, 0
97300, 29, 5, 11708, 0
97500, 42, 5, 11830, 0
97700, 29, 5, 11799, 0
97900, 29, 5, 11796, 0
98100, 28, 5, 12078, 0
98300, 29, 5, 12407, 0
98500, 39, 5, 11839, 0
98700, 29, 5, 12226, 0
98900, 29, 5, 11999, 0
99100, 40, 5, 11880, 0
99300, 30, 5, 11909, 0
99500, 35, 5, 12071, 0
99700, 42, 5, 12199, 0
99900, 29, 5, 11960, 0
